,name,party,photoUrl,office,office_city,state,phone_number,website,email,twitter,facebook
405,Brad Wenstrup,Republican Party,http://bioguide.congress.gov/bioguide/photo/W/W000815.jpg,U.S. Representative,Washington,Ohio,(202) 225-3164,https://wenstrup.house.gov/,,RepBradWenstrup,RepBradWenstrup
406,Marcy Kaptur,Democratic Party,http://bioguide.congress.gov/bioguide/photo/K/K000009.jpg,U.S. Representative,Washington,Ohio,(202) 225-4146,https://kaptur.house.gov/,,RepMarcyKaptur,RepresentativeMarcyKaptur
407,Warren Davidson,Republican Party,,U.S. Representative,Washington,Ohio,(202) 225-6205,https://davidson.house.gov/,oh08wdima@mail.house.gov,warrendavidson,CongressmanWarrenDavidson
408,Robert E. Latta,Republican Party,http://bioguide.congress.gov/bioguide/photo/L/L000566.jpg,U.S. Representative,Washington,Ohio,(202) 225-6405,https://latta.house.gov/,,boblatta,boblatta
409,Jim Jordan,Republican Party,http://bioguide.congress.gov/bioguide/photo/J/J000289.jpg,U.S. Representative,Washington,Ohio,(202) 225-2676,https://jordan.house.gov/,,jim_jordan,repjimjordan
410,Bob Gibbs,Republican Party,http://bioguide.congress.gov/bioguide/photo/G/G000563.jpg,U.S. Representative,Washington,Ohio,(202) 225-6265,https://gibbs.house.gov/,,RepBobGibbs,RepBobGibbs
411,Bill Johnson,Republican Party,http://bioguide.congress.gov/bioguide/photo/J/J000292.jpg,U.S. Representative,Washington,Ohio,(202) 225-5705,https://billjohnson.house.gov/,benjamin.keeler@mail.house.gov,RepBillJohnson,RepBillJohnson
412,Michael Turner,Republican Party,http://bioguide.congress.gov/bioguide/photo/T/T000463.jpg,U.S. Representative,Washington,Ohio,(202) 225-6465,https://turner.house.gov/,,RepMikeTurner,RepMikeTurner
413,David Joyce,Republican Party,http://bioguide.congress.gov/bioguide/photo/J/J000295.jpg,U.S. Representative,Washington,Ohio,(202) 225-5731,https://joyce.house.gov/,,RepDaveJoyce,RepDaveJoyce
414,Tim Ryan,Democratic Party,http://bioguide.congress.gov/bioguide/photo/R/R000577.jpg,U.S. Representative,Washington,Ohio,(202) 225-5261,https://timryan.house.gov/,,RepTimRyan,timryan
415,Troy Balderson,Republican Party,,U.S. Representative,Washington,Ohio,(202) 225-5355,https://balderson.house.gov/,,RepBalderson,RepTroyBalderson
416,VACANT,Unknown,,U.S. Representative,Washington,Ohio,(202) 225-7032,,,,
417,Anthony Gonzalez,Republican Party,,U.S. Representative,Washington,Ohio,(202) 225-3876,https://anthonygonzalez.house.gov/,,RepAGonzalez,RepAGonzalez
418,Steve Stivers,Republican Party,http://bioguide.congress.gov/bioguide/photo/S/S001187.jpg,U.S. Representative,Washington,Ohio,(202) 225-2015,https://stivers.house.gov/,,RepSteveStivers,RepSteveStivers
419,Mike DeWine,Republican Party,https://upload.wikimedia.org/wikipedia/commons/3/3c/Gov-Mike-DeWine.jpg,Governor of Ohio,Columbus,Ohio,(614) 644-4357,https://governor.ohio.gov/wps/portal/gov/governor/,,MikeDeWine,MikeDeWine
420,James M. Inhofe,Republican Party,http://bioguide.congress.gov/bioguide/photo/I/I000024.jpg,U.S. Senator,Washington,Oklahoma,(202) 224-4721,https://www.inhofe.senate.gov/,,jiminhofe,jiminhofe
421,James Lankford,Republican Party,http://bioguide.congress.gov/bioguide/photo/L/L000575.jpg,U.S. Senator,Washington,Oklahoma,(202) 224-5754,https://www.lankford.senate.gov/,,SenatorLankford,SenatorLankford
422,Frank Lucas,Republican Party,http://bioguide.congress.gov/bioguide/photo/L/L000491.jpg,U.S. Representative,Washington,Oklahoma,(202) 225-5565,https://lucas.house.gov/,,RepFrankLucas,RepFrankLucas
423,Tom Cole,Republican Party,http://bioguide.congress.gov/bioguide/photo/C/C001053.jpg,U.S. Representative,Washington,Oklahoma,(202) 225-6165,https://cole.house.gov/,,TomColeOK04,TomColeOK04
424,Stephanie Bice,Republican Party,,U.S. Representative,Washington,Oklahoma,(202) 225-2132,https://bice.house.gov/,,RepBice,RepStephanieBice
425,Kevin Hern,Republican Party,,U.S. Representative,Washington,Oklahoma,(202) 225-2211,https://hern.house.gov/,,repkevinhern,repkevinhern
426,Markwayne Mullin,Republican Party,http://bioguide.congress.gov/bioguide/photo/M/M001190.jpg,U.S. Representative,Washington,Oklahoma,(202) 225-2701,https://mullin.house.gov/,,RepMullin,RepMullin
427,Kevin Stitt,Republican Party,https://s3.amazonaws.com/ballotpedia-api4/files/thumbs/200/300/Kevin.Stitt.jpg,Governor of Oklahoma,Oklahoma City,Oklahoma,(405) 521-2342,https://www.governor.ok.gov/,,GovStitt,GovStitt
428,Ron Wyden,Democratic Party,http://bioguide.congress.gov/bioguide/photo/W/W000779.jpg,U.S. Senator,Washington,Oregon,(202) 224-5244,https://www.wyden.senate.gov/,,RonWyden,senatorronwyden
429,Jeff Merkley,Democratic Party,http://bioguide.congress.gov/bioguide/photo/M/M001176.jpg,U.S. Senator,Washington,Oregon,(202) 224-3753,https://www.merkley.senate.gov/,,SenJeffMerkley,jeffmerkley
430,Peter DeFazio,Democratic Party,http://bioguide.congress.gov/bioguide/photo/D/D000191.jpg,U.S. Representative,Washington,Oregon,(202) 225-6416,https://defazio.house.gov/,,RepPeterDeFazio,RepPeterDeFazio
431,Kurt Schrader,Democratic Party,http://bioguide.congress.gov/bioguide/photo/S/S001180.jpg,U.S. Representative,Washington,Oregon,(202) 225-5711,https://schrader.house.gov/,,RepSchrader,repschrader
432,Cliff Bentz,Republican Party,,U.S. Representative,Washington,Oregon,(202) 225-6730,https://bentz.house.gov/,,RepBentz,RepBentz
433,Earl Blumenauer,Democratic Party,http://bioguide.congress.gov/bioguide/photo/B/B000574.jpg,U.S. Representative,Washington,Oregon,(202) 225-4811,https://blumenauer.house.gov/,,repblumenauer,blumenauer
434,Suzanne Bonamici,Democratic Party,http://bonamici.house.gov/sites/bonamici.house.gov/files/images/BonamiciOfficalPhoto.jpg,U.S. Representative,Washington,Oregon,(202) 225-0855,https://bonamici.house.gov/,,RepBonamici,CongresswomanBonamici
435,Kate Brown,Democratic Party,http://www.oregon.gov/gov/PublishingImages/media/Governor-Kate-Brown-Official-Photo-web.jpg,Governor of Oregon,Salem,Oregon,(503) 378-4582,https://www.oregon.gov/gov/pages/index.aspx,,OregonGovBrown,oregongovernor
436,Robert P. Casey Jr.,Democratic Party,http://bioguide.congress.gov/bioguide/photo/C/C001070.jpg,U.S. Senator,Washington,Pennsylvania,(202) 224-6324,https://www.casey.senate.gov/,,SenBobCasey,SenatorBobCasey
437,Patrick J. Toomey,Republican Party,http://bioguide.congress.gov/bioguide/photo/T/T000461.jpg,U.S. Senator,Washington,Pennsylvania,(202) 224-4254,https://www.toomey.senate.gov/,,SenToomey,senatortoomey
438,Chrissy Houlahan,Democratic Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-4315,https://houlahan.house.gov/,,rephoulahan,ChrissyHoulahan
439,Susan Wild,Democratic Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-6411,https://wild.house.gov/,,RepSusanWild,repsusanwild
440,Madeleine Dean,Democratic Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-4731,https://dean.house.gov/,,RepDean,RepMadeleineDean
441,Mary Gay Scanlon,Democratic Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-2011,https://scanlon.house.gov/,,repmgs,RepMGS
442,Matt Cartwright,Democratic Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-5546,https://cartwright.house.gov/,,RepCartwright,CongressmanMattCartwright
443,Daniel Meuser,Republican Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-6511,https://meuser.house.gov/,,RepMeuser,RepMeuser
444,Brendan Boyle,Democratic Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-6111,https://boyle.house.gov/,,congboyle,CongressmanBoyle
445,Dwight Evans,Democratic Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-4001,https://evans.house.gov/,,RepDwightEvans,RepDwightEvans
446,Brian Fitzpatrick,Republican Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-4276,https://fitzpatrick.house.gov/,,repbrianfitz,RepBrianFitzpatrick
447,Mike Kelly,Republican Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-5406,https://kelly.house.gov/,,MikeKellyPA,MikeKellyPA
448,Glenn Thompson,Republican Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-5121,https://thompson.house.gov/,,CongressmanGT,CongressmanGT
449,Michael Doyle,Democratic Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-2135,https://doyle.house.gov/,,usrepmikedoyle,usrepmikedoyle
450,Conor Lamb,Democratic Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-2301,https://lamb.house.gov/,,RepConorLamb,RepConorLamb
451,Scott Perry,Republican Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-5836,https://perry.house.gov/,,RepScottPerry,repscottperry
452,Fred Keller,Republican Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-3731,https://keller.house.gov/,,RepFredKeller,CongressmanFredKeller
453,Lloyd Smucker,Republican Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-2411,https://smucker.house.gov/,,RepSmucker,RepSmucker
454,Guy Reschenthaler,Republican Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-2065,https://reschenthaler.house.gov/,,GReschenthaler,GReschenthaler
455,John Joyce,Republican Party,,U.S. Representative,Washington,Pennsylvania,(202) 225-2431,https://johnjoyce.house.gov/,,RepJohnJoyce,RepJohnJoyce
456,Tom Wolf,Democratic Party,https://www.governor.pa.gov/wp-content/uploads/2015/05/Governor_Tom_Wolf-e1437147843966.jpg,Governor of Pennsylvania,Harrisburg,Pennsylvania,(717) 787-2500,https://www.governor.pa.gov/,governor@pa.gov,governortomwolf,governorwolf
457,Jack Reed,Democratic Party,http://bioguide.congress.gov/bioguide/photo/R/R000122.jpg,U.S. Senator,Washington,Rhode Island,(202) 224-4642,https://www.reed.senate.gov/,,SenJackReed,SenJackReed
458,Sheldon Whitehouse,Democratic Party,http://bioguide.congress.gov/bioguide/photo/W/W000802.jpg,U.S. Senator,Washington,Rhode Island,(202) 224-2921,https://www.whitehouse.senate.gov/,,SenWhitehouse,SenatorWhitehouse
459,Jim Langevin,Democratic Party,http://bioguide.congress.gov/bioguide/photo/L/L000559.jpg,U.S. Representative,Washington,Rhode Island,(202) 225-2735,https://langevin.house.gov/,james.langevin@mail.house.gov,jimlangevin,CongressmanJimLangevin
460,David Cicilline,Democratic Party,http://cicilline.house.gov/sites/cicilline.house.gov/files/styles/section_front_boilerplate/public/IMG_7994_Edit.jpg?itok=67cXydQo,U.S. Representative,Washington,Rhode Island,(202) 225-4911,https://cicilline.house.gov/,david.cicilline@mail.house.gov,RepCicilline,CongressmanDavidCicilline
461,Daniel J. McKee,Democratic Party,http://www.ltgov.ri.gov/assets/img/headshot.jpg,Governor of Rhode Island,Providence,Rhode Island,(401) 222-2080,https://governor.ri.gov/,,LGDanMcKee,LGDanMcKee
462,Tim Scott,Republican Party,http://bioguide.congress.gov/bioguide/photo/S/S001184.jpg,U.S. Senator,Washington,South Carolina,(202) 224-6121,https://www.scott.senate.gov/,,SenatorTimScott,SenatorTimScott
463,Lindsey Graham,Republican Party,http://bioguide.congress.gov/bioguide/photo/G/G000359.jpg,U.S. Senator,Washington,South Carolina,(202) 224-5972,https://www.lgraham.senate.gov/,,LindseyGrahamSC,USSenatorLindseyGraham
464,Nancy Mace,Republican Party,,U.S. Representative,Washington,South Carolina,(202) 225-3176,https://mace.house.gov/,,RepNancyMace,RepNancyMace
465,Joe Wilson,Republican Party,http://bioguide.congress.gov/bioguide/photo/W/W000795.jpg,U.S. Representative,Washington,South Carolina,(202) 225-2452,https://joewilson.house.gov/,,RepJoeWilson,JoeWilson
466,Tom Rice,Republican Party,http://bioguide.congress.gov/bioguide/photo/R/R000597.jpg,U.S. Representative,Washington,South Carolina,(202) 225-9895,https://rice.house.gov/,,RepTomRice,reptomrice
467,Ralph Norman,Republican Party,,U.S. Representative,Washington,South Carolina,(202) 225-5501,https://norman.house.gov/,,RepRalphNorman,RepRalphNorman
468,James E. Clyburn,Democratic Party,http://clyburn.house.gov/sites/clyburn.house.gov/files/styles/section_front_boilerplate/public/Clyburn.png?itok=MIrQvLSL,U.S. Representative,Washington,South Carolina,(202) 225-3315,https://clyburn.house.gov/,,WhipClyburn,WhipClyburn
469,Jeff Duncan,Republican Party,http://bioguide.congress.gov/bioguide/photo/D/D000615.jpg,U.S. Representative,Washington,South Carolina,(202) 225-5301,https://jeffduncan.house.gov/,,RepJeffDuncan,RepJeffDuncan
470,William Timmons,Republican Party,,U.S. Representative,Washington,South Carolina,(202) 225-6030,https://timmons.house.gov/,,reptimmons,RepTimmons
471,Henry McMaster,Republican Party,http://governor.sc.gov/Style%20Library/Images/newsImage.jpg,Governor of South Carolina,Columbia,South Carolina,(803) 734-2100,https://governor.sc.gov/,,henrymcmaster,HenryMcMaster
472,John Thune,Republican Party,http://bioguide.congress.gov/bioguide/photo/T/T000250.jpg,U.S. Senator,Washington,South Dakota,(202) 224-2321,https://www.thune.senate.gov/,,SenJohnThune,SenJohnThune
473,Mike Rounds,Republican Party,http://bioguide.congress.gov/bioguide/photo/R/R000605.jpg,U.S. Senator,Washington,South Dakota,(202) 224-5842,https://www.rounds.senate.gov/,,SenatorRounds,SenatorMikeRounds
474,Dusty Johnson,Republican Party,,U.S. Representative,Washington,South Dakota,(202) 225-2801,https://dustyjohnson.house.gov/,,RepDustyJohnson,Rep-Dusty-Johnson-2099566776755945
475,Kristi Noem,Republican Party,http://bioguide.congress.gov/bioguide/photo/N/N000184.jpg,Governor of South Dakota,Pierre,South Dakota,(605) 773-3212,https://sd.gov/governor/,,govkristinoem,govnoem
476,Bill Hagerty,Republican Party,https://bioguide.congress.gov/bioguide/photo/H/H000601.jpg,U.S. Senator,,Tennessee,(202) 224-4944,https://www.hagerty.senate.gov/,,SenatorHagerty,SenatorBillHagerty
477,Marsha Blackburn,Republican Party,https://bioguide.congress.gov/bioguide/photo/B/B001243.jpg,U.S. Senator,Washington,Tennessee,(202) 224-3344,https://www.blackburn.senate.gov/,,marshablackburn,marshablackburn
478,Mark Green,Republican Party,,U.S. Representative,Washington,Tennessee,(202) 225-2811,https://markgreen.house.gov/,,repmarkgreen,RepMarkGreenTN
479,David Kustoff,Republican Party,https://kustoff.house.gov/sites/kustoff.house.gov/files/styles/medium/public/Kustoff%20Official%20Headshot.jpg?itok=QYHSlE-F,U.S. Representative,Washington,Tennessee,(202) 225-4714,https://kustoff.house.gov/,,repdavidkustoff,RepDavidKustoff
480,Jim Cooper,Democratic Party,http://bioguide.congress.gov/bioguide/photo/C/C000754.jpg,U.S. Representative,Washington,Tennessee,(202) 225-4311,https://cooper.house.gov/,,repjimcooper,JimCooper
481,John W. Rose,Republican Party,,U.S. Representative,Washington,Tennessee,(202) 225-4231,https://johnrose.house.gov/,,repjohnrose,repjohnrose
482,Steve Cohen,Democratic Party,http://bioguide.congress.gov/bioguide/photo/C/C001068.jpg,U.S. Representative,Washington,Tennessee,(202) 225-3265,https://cohen.house.gov/,,RepCohen,CongressmanSteveCohen
483,Chuck Fleischmann,Republican Party,http://bioguide.congress.gov/bioguide/photo/F/F000459.jpg,U.S. Representative,Washington,Tennessee,(202) 225-3271,https://fleischmann.house.gov/,,repchuck,repchuck
484,Scott DesJarlais,Republican Party,http://bioguide.congress.gov/bioguide/photo/D/D000616.jpg,U.S. Representative,Washington,Tennessee,(202) 225-6831,https://desjarlais.house.gov/,,DesJarlaisTN04,ScottDesJarlaisTN04
485,Diana Harshbarger,Republican Party,,U.S. Representative,Washington,Tennessee,(202) 225-6356,https://harshbarger.house.gov/,,RepHarshbarger,RepDianaHarshbarger
486,Tim Burchett,Republican Party,,U.S. Representative,,Tennessee,(202) 225-5435,https://burchett.house.gov/,,RepTimBurchett,RepTimBurchett
487,Bill Lee,Republican Party,https://i2.wp.com/www.respectability.org/wp-content/uploads/2019/10/lee_portrait.jpg?ssl=1,Governor of Tennessee,Nashville,Tennessee,(615) 741-2001,https://www.tn.gov/governor.html,,GovBillLee,GovBillLee
488,John Cornyn,Republican Party,http://bioguide.congress.gov/bioguide/photo/C/C001056.jpg,U.S. Senator,Washington,Texas,(202) 224-2934,https://www.cornyn.senate.gov/,,JohnCornyn,SenJohnCornyn
489,Ted Cruz,Republican Party,http://www.cruz.senate.gov/files/images/OfficialPortrait.jpg,U.S. Senator,Washington,Texas,(202) 224-5922,https://www.cruz.senate.gov/,,SenTedCruz,SenatorTedCruz
490,Lloyd Doggett,Democratic Party,http://bioguide.congress.gov/bioguide/photo/d/d000399.jpg,U.S. Representative,Washington,Texas,(202) 225-4865,https://doggett.house.gov/,,RepLloydDoggett,RepLloydDoggett
491,Filemon Vela,Democratic Party,http://bioguide.congress.gov/bioguide/photo/V/V000132.jpg,U.S. Representative,Washington,Texas,(202) 225-9901,https://vela.house.gov/,,RepFilemonVela,UsCongressmanFilemonVela
492,Brian Babin,Republican Party,https://www.congress.gov/img/member/114_rp_tx_36_babin_brian_200.jpg,U.S. Representative,Washington,Texas,(202) 225-1555,https://babin.house.gov/,,RepBrianBabin,RepBrianBabin
493,Henry Cuellar,Democratic Party,http://bioguide.congress.gov/bioguide/photo/C/C001063.jpg,U.S. Representative,Washington,Texas,(202) 225-1640,https://cuellar.house.gov/,,RepCuellar,repcuellar
494,Michael Cloud,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-7742,https://cloud.house.gov/,,RepCloudTX,RepCloudTX
495,Sylvia Garcia,Democratic Party,,U.S. Representative,Washington,Texas,(202) 225-1688,https://sylviagarcia.house.gov/,,RepSylviaGarcia,RepSylviaGarcia
496,Beth Van Duyne,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-6605,https://vanduyne.house.gov/,,RepBethVanDuyne,RepBethVanDuyne
497,Tony Gonzales,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-4511,https://gonzales.house.gov/,,,
498,Michael Burgess,Republican Party,http://bioguide.congress.gov/bioguide/photo/B/B001248.jpg,U.S. Representative,Washington,Texas,(202) 225-7772,https://burgess.house.gov/,,michaelcburgess,michaelcburgess
499,Roger Williams,Republican Party,http://bioguide.congress.gov/bioguide/photo/W/W000816.jpg,U.S. Representative,Washington,Texas,(202) 225-9896,https://williams.house.gov/,,RepRWilliams,RepRogerWilliams
500,John Carter,Republican Party,http://bioguide.congress.gov/bioguide/photo/C/C001051.jpg,U.S. Representative,Washington,Texas,(202) 225-3864,https://allred.house.gov/,,JudgeCarter,judgecarter
501,Eddie Bernice Johnson,Democratic Party,http://bioguide.congress.gov/bioguide/photo/J/J000126.jpg,U.S. Representative,Washington,Texas,(202) 225-8885,https://ebjohnson.house.gov/,,RepEBJ,CongresswomanEBJtx30
502,Marc Veasey,Democratic Party,http://bioguide.congress.gov/bioguide/photo/V/V000131.jpg,U.S. Representative,Washington,Texas,(202) 225-9897,https://veasey.house.gov/,,RepVeasey,CongressmanMarcVeasey
503,Colin Allred,Democratic Party,,U.S. Representative,Washington,Texas,(202) 225-2231,https://allred.house.gov/,,RepColinAllred,RepColinAllred
504,Pete Sessions,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-6105,https://sessions.house.gov/,,,
505,Veronica Escobar,Democratic Party,,U.S. Representative,Washington,Texas,(202) 225-4831,https://escobar.house.gov/,,RepEscobar,RepEscobar
506,Jodey Arrington,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-4005,https://arrington.house.gov/,,RepArrington,JodeyArrington
507,Sheila Jackson Lee,Democratic Party,http://bioguide.congress.gov/bioguide/photo/J/J000032.jpg,U.S. Representative,Washington,Texas,(202) 225-3816,https://jacksonlee.house.gov/,,JacksonLeeTX18,CongresswomanSheilaJacksonLee
508,Ronny Jackson,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-3706,https://jackson.house.gov/,,,
509,Kay Granger,Republican Party,http://bioguide.congress.gov/bioguide/photo/G/G000377.jpg,U.S. Representative,Washington,Texas,(202) 225-5071,https://kaygranger.house.gov/,,RepKayGranger,RepKayGranger
510,Vicente González,Democratic Party,,U.S. Representative,Washington,Texas,(202) 225-2531,https://gonzalez.house.gov/,,RepGonzalez,USCongressmanVicenteGonzalez
511,Randy Weber,Republican Party,http://bioguide.congress.gov/bioguide/photo/W/W000814.jpg,U.S. Representative,Washington,Texas,(202) 225-2831,https://weber.house.gov/,,TXRandy14,TXRandy14
512,Joaquín Castro,Democratic Party,http://bioguide.congress.gov/bioguide/photo/C/C001091.jpg,U.S. Representative,Washington,Texas,(202) 225-3236,https://castro.house.gov/,,JoaquinCastrotx,JoaquinCastroTX
513,Troy Nehls,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-5951,https://nehls.house.gov/,,,
514,Chip Roy,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-4236,https://roy.house.gov/,,RepChipRoy,RepChipRoy
515,August Pfluger,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-3605,https://pfluger.house.gov/,,RepPfluger,RepAugustPfluger
516,Michael T. McCaul,Republican Party,http://bioguide.congress.gov/bioguide/photo/M/M001157.jpg,U.S. Representative,Washington,Texas,(202) 225-2401,https://mccaul.house.gov/,,RepMcCaul,michaeltmccaul
517,Louie Gohmert,Republican Party,http://bioguide.congress.gov/bioguide/photo/G/G000552.jpg,U.S. Representative,Washington,Texas,(202) 225-3035,https://gohmert.house.gov/,,replouiegohmert,RepLouieGohmert
518,Dan Crenshaw,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-6565,https://crenshaw.house.gov/,,RepDanCrenshaw,RepDanCrenshaw
519,Lance Gooden,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-3484,https://gooden.house.gov/,,Lancegooden,
520,VACANT,Unknown,,U.S. Representative,,Texas,,,,,
521,Van Taylor,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-4201,https://vantaylor.house.gov/,,RepVanTaylor,RepVanTaylor
522,Pat Fallon,Republican Party,,U.S. Representative,Washington,Texas,(202) 225-6673,https://fallon.house.gov/,,,
523,Al Green,Democratic Party,http://bioguide.congress.gov/bioguide/photo/G/G000553.jpg,U.S. Representative,Washington,Texas,(202) 225-7508,https://algreen.house.gov/,,RepAlGreen,repalgreen
524,Lizzie Fletcher,Democratic Party,,U.S. Representative,Washington,Texas,(202) 225-2571,https://fletcher.house.gov/,,RepFletcher,RepFletcher
525,Kevin Brady,Republican Party,http://bioguide.congress.gov/bioguide/photo/B/B000755.jpg,U.S. Representative,Washington,Texas,(202) 225-4901,https://kevinbrady.house.gov/,,RepKevinBrady,kevinbrady
526,Greg Abbott,Republican Party,http://gov.texas.gov/multimedia/photos/2015-GovernorAbbott-Portrait.jpg,Governor of Texas,Austin,Texas,(512) 463-2000,https://gov.texas.gov/,,GovAbbott,TexasGovernor
527,Mitt Romney,Republican Party,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Mitt_Romney_official_US_Senate_portrait.jpg/1280px-Mitt_Romney_official_US_Senate_portrait.jpg,U.S. Senator,Washington,Utah,(202) 224-5251,https://www.romney.senate.gov/,,SenatorRomney,senatorromney
528,Mike Lee,Republican Party,http://bioguide.congress.gov/bioguide/photo/L/L000577.jpg,U.S. Senator,Washington,Utah,(202) 224-5444,https://www.lee.senate.gov/,mike_lee@lee.senate.gov,SenMikeLee,senatormikelee
529,Blake D. Moore,Republican Party,,U.S. Representative,Washington,Utah,(202) 225-0453,https://blakemoore.house.gov/,,RepBlakeMoore,RepBlakeMoore
530,John R. Curtis,Republican Party,,U.S. Representative,Washington,Utah,(202) 225-7751,https://curtis.house.gov/,,RepJohnCurtis,RepJohnCurtis
531,Chris Stewart,Republican Party,http://bioguide.congress.gov/bioguide/photo/S/S001192.jpg,U.S. Representative,Washington,Utah,(202) 225-9730,https://stewart.house.gov/,,RepChrisStewart,RepChrisStewart
532,Burgess Owens,Republican Party,,U.S. Representative,Washington,Utah,(202) 225-3011,https://owens.house.gov/,,RepBurgessOwens,CongressmanBurgessOwens
533,Spencer J. Cox,Republican Party,https://farm8.staticflickr.com/7363/14109157416_7662d62805_b.jpg,Governor of Utah,Salt Lake City,Utah,(801) 538-1000,https://governor.utah.gov/,,GovCox,GovCoxUtah
534,Bernie Sanders,Unaffiliated,http://bioguide.congress.gov/bioguide/photo/S/S000033.jpg,U.S. Senator,Washington,Vermont,(202) 224-5141,https://www.sanders.senate.gov/,,sensanders,senatorsanders
535,Patrick J. Leahy,Democratic Party,http://bioguide.congress.gov/bioguide/photo/L/L000174.jpg,U.S. Senator,Washington,Vermont,(202) 224-4242,https://www.leahy.senate.gov/,senator_leahy@leahy.senate.gov,SenatorLeahy,SenatorPatrickLeahy
536,Peter Welch,Democratic Party,http://bioguide.congress.gov/bioguide/photo/W/W000800.jpg,U.S. Representative,Washington,Vermont,(202) 225-4115,https://www.welch.house.gov/,,PeterWelch,PeterWelch
537,Phil Scott,Republican Party,http://governor.vermont.gov/sites/scott/files/images/28400479996_e465908cf9_m.jpg,Governor of Vermont,Montpelier,Vermont,(802) 828-3333,https://governor.vermont.gov/,,GovPhilScott,GovPhilScott
538,Mark R. Warner,Democratic Party,http://bioguide.congress.gov/bioguide/photo/W/W000805.jpg,U.S. Senator,Washington,Virginia,(202) 224-2023,https://warner.senate.gov/,,MarkWarner,MarkRWarner
539,Tim Kaine,Democratic Party,http://bioguide.congress.gov/bioguide/photo/K/K000384.jpg,U.S. Senator,Washington,Virginia,(202) 224-4024,https://www.kaine.senate.gov/,,timkaine,timkaine
540,Robert G. Good,Republican Party,,U.S. Representative,Washington,Virginia,(202) 225-4711,https://good.house.gov/,,RepBobGood,RepBobGood
541,A. Donald McEachin,Democratic Party,,U.S. Representative,Washington,Virginia,(202) 225-6365,https://mceachin.house.gov/,,RepMcEachin,RepMcEachin
542,Robert C. Scott,Democratic Party,http://bioguide.congress.gov/bioguide/photo/S/S000185.jpg,U.S. Representative,Washington,Virginia,(202) 225-8351,https://bobbyscott.house.gov/,,BobbyScott,RepBobbyScott
543,Elaine Luria,Democratic Party,,U.S. Representative,Washington,Virginia,(202) 225-4215,https://luria.house.gov/,,RepElaineLuria,RepElaineLuria
544,Robert J. Wittman,Republican Party,http://bioguide.congress.gov/bioguide/photo/W/W000804.jpg,U.S. Representative,Washington,Virginia,(202) 225-4261,https://wittman.house.gov/,,RobWittman,RepRobWittman
545,H. Morgan Griffith,Republican Party,http://bioguide.congress.gov/bioguide/photo/G/G000568.jpg,U.S. Representative,Washington,Virginia,(202) 225-3861,https://morgangriffith.house.gov/,,RepMGriffith,RepMorganGriffith
546,Don Beyer,Democratic Party,http://bioguide.congress.gov/bioguide/photo/B/B001292.jpg,U.S. Representative,Washington,Virginia,(202) 225-4376,https://beyer.house.gov/,,RepDonBeyer,RepDonBeyer
547,Abigail Spanberger,Democratic Party,,U.S. Representative,Washington,Virginia,(202) 225-2815,https://spanberger.house.gov/,,RepSpanberger,RepSpanberger
548,Ben Cline,Republican Party,,U.S. Representative,Washington,Virginia,(202) 225-5431,https://cline.house.gov/,,RepBenCline,RepBenCline
549,Jennifer Wexton,Democratic Party,,U.S. Representative,Washington,Virginia,(202) 225-5136,https://wexton.house.gov/,,RepWexton,CongresswomanWexton
550,"Gerald E. ""Gerry"" Connolly",Democratic Party,http://bioguide.congress.gov/bioguide/photo/C/C001078.jpg,U.S. Representative,Washington,Virginia,(202) 225-1492,https://connolly.house.gov/,,GerryConnolly,CongressmanGerryConnolly
551,Ralph S. Northam,Democratic Party,http://www.ltgov.virginia.gov/images/ltgovbio_uniform.png,Governor of Virginia,Richmond,Virginia,(804) 786-2211,https://www.governor.virginia.gov/,ltgov@ltgov.virginia.gov,GovernorVA,GovernorVA
